variable_name,variable_label
W2AFFDPOL_7,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Democrats is connected to my core moral beliefs.
W2AFFDPOL_8,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Democrats reflects my beliefs about the difference between right and wrong.
W2AFFDPOL_9,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides Democrats is rooted in moral principles.
W2AFFRPOL_1,Please indicate how much you agree or disagree with the statements below. - I feel as though Democrats are very different from Republicans.
W2AFFRPOL_2,Please indicate how much you agree or disagree with the statements below. - Democrats live in a different world from those of us who side with Republicans.
W2AFFRPOL_3,Please indicate how much you agree or disagree with the statements below. - Democrats act in ways that those of us siding with Republicans could never understand.
W2AFFRPOL_4,"Please indicate how much you agree or disagree with the statements below. - As someone who sides with Republicans, I would not want to be friends with someone who was a Democrat."
W2AFFRPOL_5,"Please indicate how much you agree or disagree with the statements below. - If I found out a friend of mine was a Democrat, I would want to stop spending time with them."
W2AFFRPOL_6,"Please indicate how much you agree or disagree with the statements below. - Although I do not agree with their political views, there are people I like who are Democrats."
W2AFFRPOL_7,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Republicans is connected to my core moral beliefs.
W2AFFRPOL_8,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Republicans reflects my beliefs about the difference between right and wrong.
W2AFFRPOL_9,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Republicans is rooted in moral principles.
W2_DEMODOLQ2,Since you decided to keep some amount of “democracy dollars” can you say in a few words what you would do with the amount you allocated for yourself?
W2_DOV_Respect,DOV_Respect
W2_DOV_Trust,DOV_Trust
W2_DOV_Trust_2,DOV_Trust_2
W2_DOV_Dollar,DOV_Dollar
W2_Interest_1_1.2,Interest_1_1
W2_Interest_1_2.2,Interest_1_2
W2_Interest_1_3.2,Interest_1_3
W2_Interest_1_4.2,Interest_1_4
W2_TROUBDEMOC,TROUBDEMOC
W2_TROUBDEMOD,TROUBDEMOD
W2_TROUBDEMOE,TROUBDEMOE
W2_MERIT4_val,MERIT4_val
W2_ppethm_345_1,ppethm_345_1
W2_ppethm_345_2,ppethm_345_2
W2_KNOWCIV1_MC_quota,KNOWCIV1_MC_quota
W2_KNOWCIV1_TF_quota,KNOWCIV1_TF_quota
W2_KNOWCIV2_MC_quota,KNOWCIV2_MC_quota
W2_KNOWCIV2_TF_quota,KNOWCIV2_TF_quota
W2_KNOWCIV3_MC_quota,KNOWCIV3_MC_quota
W2_KNOWCIV3_TF_quota,KNOWCIV3_TF_quota
W2_KNOWCIV4_MC_quota,KNOWCIV4_MC_quota
W2_KNOWCIV4_TF_quota,KNOWCIV4_TF_quota
W2_KNOWCIV5_MC_quota,KNOWCIV5_MC_quota
W2_KNOWCIV5_TF_quota,KNOWCIV5_TF_quota
W2_KNOWCIV6_MC_quota,KNOWCIV6_MC_quota
W2_KNOWCIV6_TF_quota,KNOWCIV6_TF_quota
W3_HUMFL1,"In general, how positive (happy) or negative (unhappy) do you usually feel these days?"
W3_HUMFL2,"Overall, to what extent do you feel the things you do in your life are worthwhile?"
W3_HUMFL3_1,"Please read the statements below. For each one, please tell us whether the statement is completely true of you or not true of you at all. - I understand my purpose in life"
W3_HUMFL3_2,"Please read the statements below. For each one, please tell us whether the statement is completely true of you or not true of you at all. - Even in difficult and challenging situations I always act to promote good in all circumstances"
W3_HUMFL3_3,"Please read the statements below. For each one, please tell us whether the statement is completely true of you or not true of you at all. - I am always able to give up some happiness now for greater happiness later"
W3_HUMFL6_1,Please read the statements below. Please tell us how often you worry about… - Being able to meet normal monthly living expenses
W3_HUMFL6_2,"Please read the statements below. Please tell us how often you worry about… - Safety, food, or housing"
W3_Hope1,"Generally speaking, on a scale from 1 to 10 where 10 is “extremely hopeful” and 1 is “extremely worried”, how do you feel about the future of American democracy?"
W3_Media_1,"How often, if at all, do you get news or information from the following sources? - FOX News"
W3_Media_2,"How often, if at all, do you get news or information from the following sources? - CNN or MSNBC"
W3_Media_3,"How often, if at all, do you get news or information from the following sources? - ABC, CBS, or NBC News"
W3_Media_4,"How often, if at all, do you get news or information from the following sources? - New York Times, Washington Post, Wall Street Journal, or USA Today"
W3_Media_5,"How often, if at all, do you get news or information from the following sources? - Your local newspaper"
W3_Media_6,"How often, if at all, do you get news or information from the following sources? - Your local TV news"
W3_Media_7,"How often, if at all, do you get news or information from the following sources? - Public television or radio"
W3_ONEWORD1a,What one word or phrase would you use to DEFINE American democracy?
W3_ONEWORD1b,What one word or phrase would you use to DESCRIBE American voters?
W3_ONEWORD1c,What one word or phrase would you use to DESCRIBE American government?
W3_Fed_Respect,How much do you respect those who serve in the FEDERAL government?
W3_State_Respect,How much do you respect those who serve in your STATE government?
W3_Local_Respect,How much do you respect those who serve in your LOCAL government?
W3_Fed_Trust,How much do you trust the FEDERAL government to do what is right?
W3_State_Trust,How much do you trust your STATE government to do what is right?
W3_Local_Trust,How much do you trust your LOCAL government to do what is right?
W3_POLEFFA1_1,Please indicate how much you agree or disagree with the statements below. - Public officials don’t care about what people like me think
W3_POLEFFA1_2,Please indicate how much you agree or disagree with the statements below. - I have access to all the information I need to participate in our democracy with confidence
W3_POLINT_BASE,How much interest would you say you have in government and politics?
W3_POLINT_LMORE,How much interest would you say you have in learning more about government and politics?
W3_POLINT_PART,How much interest would you say you have in participating more in government and politics?
W3_POLINT_INFO,How much interest would you say you have in receiving regular information reports from subject matter experts about government and politics?
W3_UDEMOCA_1,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Government narrows the gap between the rich and the poor.
W3_UDEMOCA_2,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - People choose the government leaders in free and fair elections.
W3_UDEMOCA_3,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Government does not waste any public money.
W3_UDEMOCA_4,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - People are free to express their political views without punishment from the government.
W3_UDEMOCB_1,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Elected representatives have oversight over the government.
W3_UDEMOCB_2,"Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Basic necessities, like food, clothes and shelter are provided for all."
W3_UDEMOCB_3,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - People are free to organize political groups.
W3_UDEMOCB_4,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Government provides the public with quality public services.
W3_UDEMOCC_1,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Government ensures law and order.
W3_UDEMOCC_2,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - The media are free to criticize the government.
W3_UDEMOCC_3,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Government ensures job opportunities for all.
W3_UDEMOCC_4,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Multiple political parties compete fairly in elections.
W3_UDEMOCD_1,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - People have the freedom to take part in protests and demonstrations.
W3_UDEMOCD_2,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - Politics is free of corruption.
W3_UDEMOCD_3,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - The courts protect the ordinary people from the abuse of government power.
W3_UDEMOCD_4,Below is a list of different attributes for American democracy. Please indicate how important each one is for your own thoughts about democracy. - People receive public assistance if they are unable to work.
W3_Fed_Servants_1,"Thinking about the people who work for the federal government, please indicate how much you agree or disagree with the statements below. - Federal government employees are mostly incompetent at their jobs."
W3_Fed_Servants_2,"Thinking about the people who work for the federal government, please indicate how much you agree or disagree with the statements below. - I believe that most federal government employees are committed to helping people like me."
W3_Fed_Servants_3,"Thinking about the people who work for the federal government, please indicate how much you agree or disagree with the statements below. - Newly elected leaders should have the power to replace federal government employees when they officially take office."
W3_Fed_Servants_4,"Thinking about the people who work for the federal government, please indicate how much you agree or disagree with the statements below. - Offering “thanks” to federal government employees for their public service helps democracy."
W3_State_Servants_1,"Thinking about the people who work for your state government, please indicate how much you agree or disagree with the statements below. - State government employees are mostly incompetent at their jobs."
W3_State_Servants_2,"Thinking about the people who work for your state government, please indicate how much you agree or disagree with the statements below. - I believe that most state government employees are committed to helping people like me."
W3_State_Servants_3,"Thinking about the people who work for your state government, please indicate how much you agree or disagree with the statements below. - Newly elected leaders should have the power to replace state government employees when they officially take office."
W3_State_Servants_4,"Thinking about the people who work for your state government, please indicate how much you agree or disagree with the statements below. - Offering “thanks” to state government employees for their public service helps democracy."
W3_Local_Servants_1,"Thinking about the people who work for your local government, please indicate how much you agree or disagree with the statements below. - Local government employees are mostly incompetent at their jobs."
W3_Local_Servants_2,"Thinking about the people who work for your local government, please indicate how much you agree or disagree with the statements below. - I believe that most local government employees are committed to helping people like me."
W3_Local_Servants_3,"Thinking about the people who work for your local government, please indicate how much you agree or disagree with the statements below. - Newly elected leaders should have the power to replace local government employees when they officially take office."
W3_Local_Servants_4,"Thinking about the people who work for your local government, please indicate how much you agree or disagree with the statements below. - Offering “thanks” to local government employees for their public service helps democracy."
W3_ISSUEA_1,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Local organizations"
W3_ISSUEA_2,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Religious or faith communities"
W3_ISSUEA_3,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Professional experiences or workplace discussions"
W3_ISSUEA_4,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Friend and family discussions"
W3_ISSUEA_5,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Online communities and social media influencers"
W3_ISSUEB_1,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Reports by experts at colleges and universities"
W3_ISSUEB_2,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Statistical reports that provide facts about issues"
W3_ISSUEB_3,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Books and printed information"
W3_ISSUEB_4,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Barbershops/beauty salons"
W3_ISSUEB_5,"In your opinion, how helpful are each of the following in helping you to better understand political issues? - Public opinion polling data"
W3_DISCUSS_1,"When it comes to political conversations, how often do you experience the following: - Feeling the need to opt out of political conversations to avoid conflict or stress"
W3_DISCUSS_2,"When it comes to political conversations, how often do you experience the following: - Productive conversations with people who hold different views"
W3_DISCUSS_3,"When it comes to political conversations, how often do you experience the following: - Feeling pressure to take a side on political issues"
W3_DISCUSS_4,"When it comes to political conversations, how often do you experience the following: - Openly admitting that you don’t know the facts about political topics"
W3_COMMUNITY_1,"In your community, how easy or difficult is it to: - Keep friendships with people despite political disagreements"
W3_COMMUNITY_2,"In your community, how easy or difficult is it to: - Find spaces or groups where political differences are discussed respectfully"
W3_COMMUNITY_3,"In your community, how easy or difficult is it to: - Participate in discussions focused on specific local issues"
W3_DSTRONG_1_1,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - The U.S. President was elected based on the popular vote and not the electoral college."
W3_DSTRONG_1_2,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - The U.S. provided guaranteed minimum income for all citizens."
W3_DSTRONG_1_3,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - It was easier for 3rd-party and independent candidates to run for office."
W3_DSTRONG_1_4,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - Members of U.S. Congress (House and Senate) had mandatory term limits."
W3_DSTRONG_1_5,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - Justices on the U.S. Supreme Court did not have lifetime appointments."
W3_DSTRONG_2_1,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - Citizens are automatically registered to vote when they turn 18."
W3_DSTRONG_2_2,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - Election day was made a national holiday."
W3_DSTRONG_2_3,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - Local experts held “office hours” to help people understand government decisions."
W3_DSTRONG_2_4,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - More U.S. territories became states."
W3_DSTRONG_2_5,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - The U.S. banned voting by mail."
W3_DSTRONG_2_6,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - There was a standard, non-partisan process for drawing election district maps."
W3_DSTRONG_3_1,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - Schools required civic education about how government works."
W3_DSTRONG_3_2,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - There was mandatory public service for young people."
W3_DSTRONG_3_3,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - People stopped focusing on the racial injustices in America’s history."
W3_DSTRONG_3_4,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - There were more policy proposals directly from ordinary citizens."
W3_DSTRONG_4_1,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - There was less regulation of social media."
W3_DSTRONG_4_2,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - Corporations were banned from making campaign contributions."
W3_DSTRONG_4_3,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - There were harsher penalties for political protesters who disrupt events."
W3_DSTRONG_4_4,"In your opinion, how much STRONGER or WEAKER would American democracy become if: - A free college education was provided to every citizen."
W3_CITZASSA1,A Citizens’ Assembly consists of a group of randomly selected members of the public who come together to participate in guided discussions and make policy recommendations. Do you think this is:
W3_CITZASSA2,A Citizens’ Assembly consists of a group of 25 randomly selected members of the public who come together to participate in guided discussions and make policy recommendations. Do you think this is:
W3_CITZASSA3,A Citizens’ Assembly consists of a group of randomly selected members of the public – selected by the government – who come together to participate in guided discussions and make policy recommendations. Do you think this is:
W3_CITZASSA4,A Citizens’ Assembly consists of a group of randomly selected members of the public who volunteer to participate in guided discussions and make policy recommendations. Do you think this is:
W3_CITZASSA5,A Citizens’ Assembly consists of a group of 25 randomly selected members of the public – selected by the government – who come together to participate in guided discussions and make policy recommendations. Do you think this is:
W3_CITZTOPICS_1,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - American democracy and civic engagement"
W3_CITZTOPICS_2,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Energy and climate"
W3_CITZTOPICS_3,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Finance and investment"
W3_CITZTOPICS_4,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Government and public policy"
W3_CITZTOPICS_5,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Artificial Intelligence and technology"
W3_CITZTOPICS_6,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Economics and labor"
W3_CITZTOPICS_7,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Housing and real estate"
W3_CITZTOPICS_8,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Personal health and well-being"
W3_CITZTOPICSOPEN,Are there any other topics you think a Citizen’s Assembly should prioritize?
W3_CITZFOCUS_1,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - The role of government in solving public problems"
W3_CITZFOCUS_2,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Educating children and young adults"
W3_CITZFOCUS_3,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Guaranteeing employment, especially for the unhoused and formerly incarcerated"
W3_CITZFOCUS_4,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Making sure elections are fair and transparent"
W3_CITZFOCUS_5,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Keeping people and communities safe"
W3_CITZFOCUS_6,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



Below is a list of topics that a Citizen’s Assembly could discuss. How much of a priority do you think each topic should be for a discussion: - Protecting the environment"
W3_CITZASS2_1,"In addition to randomly selected participants, how much better or worse would the Citizen’s Assembly meeting become if it included: - Local and state elected officials"
W3_CITZASS2_2,"In addition to randomly selected participants, how much better or worse would the Citizen’s Assembly meeting become if it included: - Community leaders"
W3_CITZASS2_3,"In addition to randomly selected participants, how much better or worse would the Citizen’s Assembly meeting become if it included: - Local and state business owners"
W3_CITZASS2_4,"In addition to randomly selected participants, how much better or worse would the Citizen’s Assembly meeting become if it included: - Judges and legal experts"
W3_CITZASS2_5,"In addition to randomly selected participants, how much better or worse would the Citizen’s Assembly meeting become if it included: - Academic experts from colleges and universities"
W3_TALKWITHA,"If you could sit down and have a conversation about government and politics with any one person in the world, regardless of their background or expertise, who would it be?"
W3_TALKWITHB,"If you could sit down and have a conversation about government and politics with any one person in the world, regardless of their background or expertise, who would it be? (Please select only one). - Selected Choice"
W3_TALKWITHB_10_TEXT,"If you could sit down and have a conversation about government and politics with any one person in the world, regardless of their background or expertise, who would it be? (Please select only one). - Someone else (Please write in) - Text"
W3_CITASSEXPA,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. 



If you were asked to take part in such an assembly, how likely is it that you would participate?"
W3_CITASSEXPB,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. Participants are provided with compensation for their time and expenses.



If you were asked to take part in such an assembly, how likely is it that you would participate?"
W3_CITASSEXPC,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. Participants are provided with a $25 cash amount for their time and expenses.



If you were asked to take part in such an assembly, how likely is it that you would participate?"
W3_CITASSEXPD,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. Participants are provided with a $2,000 [taxable] cash amount for their time and expenses.



If you were asked to take part in such an assembly, how likely is it that you would participate?"
W3_CITASSEXPE,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. Participants are provided with a $2,000 [non-taxable] cash amount for their time and expenses.



If you were asked to take part in such an assembly, how likely is it that you would participate?"
W3_CITASSEXPF,"Again, a Citizens’ Assembly is made up of randomly selected people who discuss a particular topic of relevance to society and politics. Participants are provided with a $2,000 income tax credit for their time and expenses.



If you were asked to take part in such an assembly, how likely is it that you would participate?"
W3_FOREBEAR_1,How difficult or easy is it for you to do each of the following: - Remain calm when others are rude to you.
W3_FOREBEAR_2,How difficult or easy is it for you to do each of the following: - Listen to others’ opinions when you disagree with them.
W3_FOREBEAR_3,How difficult or easy is it for you to do each of the following: - Overlook the mistakes that others make.
W3_FOREBEAR_4,How difficult or easy is it for you to do each of the following: - Avoid defending yourself immediately when others place blame on you.
W3_FOREBEAR_5,How difficult or easy is it for you to do each of the following: - Accept losing when you believe others do not deserve to win.
W3_ELECTUS_1,How much do you agree or disagree with each of the following statements about elections in the United States? - Votes are counted fairly in the United States
W3_ELECTUS_2,How much do you agree or disagree with each of the following statements about elections in the United States? - United States (Federal) Election officials are fair
W3_ELECTUS_3,"How much do you agree or disagree with each of the following statements about elections in the United States? - In the United States, rich people buy elections"
W3_ELECTUS_4,How much do you agree or disagree with each of the following statements about elections in the United States? - In the United States voters are inundated with false information about candidates
W3_ELECTUS_5,How much do you agree or disagree with each of the following statements about elections in the United States? - Voters are offered a genuine choice in United States elections
W3_ELECTST_1,How much do you agree or disagree with each of the following statements about elections in your state? - Votes are counted fairly in my state
W3_ELECTST_2,How much do you agree or disagree with each of the following statements about elections in your state? - My state’s election officials are fair
W3_ELECTST_3,"How much do you agree or disagree with each of the following statements about elections in your state? - In my state, rich people buy elections"
W3_ELECTST_4,How much do you agree or disagree with each of the following statements about elections in your state? - In my state voters are inundated with false information about candidates
W3_ELECTST_5,How much do you agree or disagree with each of the following statements about elections in your state? - Voters are offered a genuine choice in my state’s elections
W3_ELECTLC_1,How much do you agree or disagree with each of the following statements about elections in your local area? - Votes are counted fairly in my local area
W3_ELECTLC_2,How much do you agree or disagree with each of the following statements about elections in your local area? - My local area’s election officials are fair
W3_ELECTLC_3,"How much do you agree or disagree with each of the following statements about elections in your local area? - In my local area, rich people buy elections"
W3_ELECTLC_4,How much do you agree or disagree with each of the following statements about elections in your local area? - In my local area voters are inundated with false information about candidates
W3_ELECTLC_5,How much do you agree or disagree with each of the following statements about elections in your local area? - Voters are offered a genuine choice in my local area’s elections
W3_WRTA_1,Please indicate how much you agree or disagree with the statements below. - I resent any special considerations that African Americans receive because it’s unfair to other Americans.
W3_WRTA_2,"Please indicate how much you agree or disagree with the statements below. - For African Americans to succeed, they need to stop using past racism and slavery as excuses."
W3_WRTA_3,Please indicate how much you agree or disagree with the statements below. - Special considerations for African Americans place me at an unfair disadvantage because I have done nothing to harm them.
W3_WRTA_4,Please indicate how much you agree or disagree with the statements below. - African Americans bring up race only when they need to make an excuse for their failure.
W3_AARTW_1,Please indicate how much you agree or disagree with the statements below. - I resent when Whites deny the existence of racial discrimination.
W3_AARTW_2,Please indicate how much you agree or disagree with the statements below. - Whites get away with offenses that African Americans would never get away with.
W3_AARTW_3,Please indicate how much you agree or disagree with the statements below. - Whites do not go to great lengths to understand the problems African Americans face.
W3_AARTW_4,"Please indicate how much you agree or disagree with the statements below. - Even when African Americans work hard to succeed, Whites still view them in lesser terms."
W3_PERIOD_1,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 1940s"
W3_PERIOD_2,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 1950s"
W3_PERIOD_3,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 1960s"
W3_PERIOD_4,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 1970s"
W3_PERIOD_5,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 1980s"
W3_PERIOD_6,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 1990s"
W3_PERIOD_7,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 2000s"
W3_PERIOD_8,"Here are some decades in the past. Based on what you believe please indicate whether you feel each period was better than, worse than, or about the same as today, all things considered. - The 2010s"
W3_MERIT5a,"Which of the following, if either, do you think is a bigger problem with the federal government?"
W3_MERIT5b,"Which of the following, if either, do you think is a bigger problem with your state’s government?"
W3_MERIT5c,"Which of the following, if either, do you think is a bigger problem with your local government?"
W3_MERIT5d,"Which of the following, if either, do you think is a bigger problem with the Democratic Party?"
W3_MERIT5e,"Which of the following, if either, do you think is a bigger problem with the Republican Party?"
W3_IDEO,"In general, how would you describe your political views? Are you …"
W3_AFFLPOL_1,Please indicate how much you agree or disagree with the statements below. - I feel as though Conservatives are very different from Liberals.
W3_AFFLPOL_2,Please indicate how much you agree or disagree with the statements below. - Conservatives live in a different world from those of us siding with Liberals.
W3_AFFLPOL_3,Please indicate how much you agree or disagree with the statements below. - Conservatives act in ways that those of us siding with Liberals could never understand.
W3_AFFLPOL_4,"Please indicate how much you agree or disagree with the statements below. - As someone who sides with Liberals, I would not want to be friends with someone who was a Conservative."
W3_AFFLPOL_5,"Please indicate how much you agree or disagree with the statements below. - If I found out a friend of mine was a Conservative, I would want to stop spending time with them."
W3_AFFLPOL_6,"Please indicate how much you agree or disagree with the statements below. - Although I do not agree with their political views, there are people I like who are Conservative."
W3_AFFLPOL_7,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Liberals is connected to my core moral beliefs.
W3_AFFLPOL_8,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Liberals reflects my beliefs about the difference between right and wrong.
W3_AFFLPOL_9,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Liberals is rooted in moral principles.
W3_AFFCPOL_1,Please indicate how much you agree or disagree with the statements below. - I feel as though Liberals are very different from Conservatives.
W3_AFFCPOL_2,Please indicate how much you agree or disagree with the statements below. - Liberals live in a different world from those of us who side with Conservatives.
W3_AFFCPOL_3,Please indicate how much you agree or disagree with the statements below. - Liberals act in ways that those of us siding with Conservatives could never understand.
W3_AFFCPOL_4,"Please indicate how much you agree or disagree with the statements below. - As someone who sides with Conservatives, I would not want to be friends with someone who was a Liberal."
W3_AFFCPOL_5,"Please indicate how much you agree or disagree with the statements below. - If I found out a friend of mine was a Liberal, I would want to stop spending time with them."
W3_AFFCPOL_6,"Please indicate how much you agree or disagree with the statements below. - Although I do not agree with their political views, there are people I like who are Liberals."
W3_AFFCPOL_7,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Conservatives is connected to my core moral beliefs.
W3_AFFCPOL_8,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Conservatives reflects my beliefs about the difference between right and wrong.
W3_AFFCPOL_9,Please indicate how much you agree or disagree with the statements below. - My identity as someone who sides with Conservatives is rooted in moral principles.
W3_BESTDAYS,"In general, do you think America’s best days are ahead of us or behind us?"
W3_CITZFOCUSOPEN,Are there any other topics you think a Citizen’s Assembly should prioritize?
W3_ELECTIONR,"Thinking about the way the president of the United States is elected, would you prefer to:"
W3_DOV_Respect,DOV_Respect
W3_DOV_Trust,DOV_Trust
W3_DOV_POLINT,DOV_PolIntt
W3_DOV_Servants,DOV_Servants
W3_DOV_ISSUES,DOV_ISSUES
W3_DOV_Assembly,DOV_Assembly
W3_DOV_CITENG,DOV_CITENG
W3_DOV_TALKWITH,DOV_TALKWITH
W3_DOV_Assembly_2,DOV_Assembly_2
W3_DOV_ELECT,DOV_ELECT
W3_DOV_BigProblem,DOV_BigProblem
ppage,Age
ppeducat,Education (highest completed)
ppeduc5,Education
ppethm,"Race/Ethnicity, Census categories"
ppgender,Gender
pphhsize,Household Size
pphouse4,Housing type
ppinc7,Household Income
ppmarit5,Marital Status
ppmsacat,MSA Status
ppreg4,Region 4 - Based On State Of Residence
pprent,Ownership status of living quarters
ppstaten,State
ppemploy,Employment
ppt18ov,Total number of HH members age 18 or older
ppkid017,Presence of Household Members - Children 0-17
xhispan,xhispan
xacslang,Language proficiency
xspanish,Survey Language
urb_sub_rur,
candidate2020,Which candidate did you vote for in the 2020 Presidential election?
ppracem,"Race, Census categories"
ppgender3,Are you...?
