variable_name,value,value_label
W3_PERIOD_1,3.0,This period was better than today
W3_PERIOD_1,4.0,Don’t know
W3_PERIOD_2,-1.0,Skipped
W3_PERIOD_2,1.0,This period was worse than today
W3_PERIOD_2,2.0,About the same as today
W3_PERIOD_2,3.0,This period was better than today
W3_PERIOD_2,4.0,Don’t know
W3_PERIOD_3,-1.0,Skipped
W3_PERIOD_3,1.0,This period was worse than today
W3_PERIOD_3,2.0,About the same as today
W3_PERIOD_3,3.0,This period was better than today
W3_PERIOD_3,4.0,Don’t know
W3_PERIOD_4,-1.0,Skipped
W3_PERIOD_4,1.0,This period was worse than today
W3_PERIOD_4,2.0,About the same as today
W3_PERIOD_4,3.0,This period was better than today
W3_PERIOD_4,4.0,Don’t know
W3_PERIOD_5,-1.0,Skipped
W3_PERIOD_5,1.0,This period was worse than today
W3_PERIOD_5,2.0,About the same as today
W3_PERIOD_5,3.0,This period was better than today
W3_PERIOD_5,4.0,Don’t know
W3_PERIOD_6,-1.0,Skipped
W3_PERIOD_6,1.0,This period was worse than today
W3_PERIOD_6,2.0,About the same as today
W3_PERIOD_6,3.0,This period was better than today
W3_PERIOD_6,4.0,Don’t know
W3_PERIOD_7,-1.0,Skipped
W3_PERIOD_7,1.0,This period was worse than today
W3_PERIOD_7,2.0,About the same as today
W3_PERIOD_7,3.0,This period was better than today
W3_PERIOD_7,4.0,Don’t know
W3_PERIOD_8,-1.0,Skipped
W3_PERIOD_8,1.0,This period was worse than today
W3_PERIOD_8,2.0,About the same as today
W3_PERIOD_8,3.0,This period was better than today
W3_PERIOD_8,4.0,Don’t know
W3_MERIT5a,-1.0,Skipped
W3_MERIT5a,1.0,Neither is a problem with the federal government
W3_MERIT5a,2.0,They are trying to help too many people who don’t deserve it
W3_MERIT5a,3.0,They are not trying enough to help people like me
W3_MERIT5b,-1.0,Skipped
W3_MERIT5b,1.0,Neither is a problem with my state’s government
W3_MERIT5b,2.0,It is trying to help too many people who don’t deserve it
W3_MERIT5b,3.0,It is not trying enough to help people like me
W3_MERIT5c,-1.0,Skipped
W3_MERIT5c,1.0,Neither is a problem with my local government
W3_MERIT5c,2.0,It is trying to help too many people who don’t deserve it
W3_MERIT5c,3.0,It is not trying enough to help people like me
W3_MERIT5d,-1.0,Skipped
W3_MERIT5d,1.0,Neither is a problem with the Democratic Party
W3_MERIT5d,2.0,They are trying to help too many people who don’t deserve it
W3_MERIT5d,3.0,They are not trying enough to help people like me
W3_MERIT5e,-1.0,Skipped
W3_MERIT5e,1.0,Neither is a problem with the Republican Party
W3_MERIT5e,2.0,They are trying to help too many people who don’t deserve it
W3_MERIT5e,3.0,They are not trying enough to help people like me
W3_IDEO,-1.0,Skipped
W3_IDEO,1.0,Very conservative
W3_IDEO,2.0,Somewhat conservative
W3_IDEO,3.0,Moderate
W3_IDEO,4.0,Somewhat liberal
W3_IDEO,5.0,Very liberal
W3_IDEO,9.0,Don't know
W3_AFFLPOL_1,-1.0,Skipped
W3_AFFLPOL_1,1.0,Strongly disagree
W3_AFFLPOL_1,2.0,Disagree
W3_AFFLPOL_1,3.0,Neither agree nor disagree
W3_AFFLPOL_1,4.0,Agree
W3_AFFLPOL_1,5.0,Strongly agree
W3_AFFLPOL_2,-1.0,Skipped
W3_AFFLPOL_2,1.0,Strongly disagree
W3_AFFLPOL_2,2.0,Disagree
W3_AFFLPOL_2,3.0,Neither agree nor disagree
W3_AFFLPOL_2,4.0,Agree
W3_AFFLPOL_2,5.0,Strongly agree
W3_AFFLPOL_3,-1.0,Skipped
W3_AFFLPOL_3,1.0,Strongly disagree
W3_AFFLPOL_3,2.0,Disagree
W3_AFFLPOL_3,3.0,Neither agree nor disagree
W3_AFFLPOL_3,4.0,Agree
W3_AFFLPOL_3,5.0,Strongly agree
W3_AFFLPOL_4,-1.0,Skipped
W3_AFFLPOL_4,1.0,Strongly disagree
W3_AFFLPOL_4,2.0,Disagree
W3_AFFLPOL_4,3.0,Neither agree nor disagree
W3_AFFLPOL_4,4.0,Agree
W3_AFFLPOL_4,5.0,Strongly agree
W3_AFFLPOL_5,-1.0,Skipped
W3_AFFLPOL_5,1.0,Strongly disagree
W3_AFFLPOL_5,2.0,Disagree
W3_AFFLPOL_5,3.0,Neither agree nor disagree
W3_AFFLPOL_5,4.0,Agree
W3_AFFLPOL_5,5.0,Strongly agree
W3_AFFLPOL_6,-1.0,Skipped
W3_AFFLPOL_6,1.0,Strongly disagree
W3_AFFLPOL_6,2.0,Disagree
W3_AFFLPOL_6,3.0,Neither agree nor disagree
W3_AFFLPOL_6,4.0,Agree
W3_AFFLPOL_6,5.0,Strongly agree
W3_AFFLPOL_7,-1.0,Skipped
W3_AFFLPOL_7,1.0,Strongly disagree
W3_AFFLPOL_7,2.0,Disagree
W3_AFFLPOL_7,3.0,Neither agree nor disagree
W3_AFFLPOL_7,4.0,Agree
W3_AFFLPOL_7,5.0,Strongly agree
W3_AFFLPOL_8,-1.0,Skipped
W3_AFFLPOL_8,1.0,Strongly disagree
W3_AFFLPOL_8,2.0,Disagree
W3_AFFLPOL_8,3.0,Neither agree nor disagree
W3_AFFLPOL_8,4.0,Agree
W3_AFFLPOL_8,5.0,Strongly agree
W3_AFFLPOL_9,-1.0,Skipped
W3_AFFLPOL_9,1.0,Strongly disagree
W3_AFFLPOL_9,2.0,Disagree
W3_AFFLPOL_9,3.0,Neither agree nor disagree
W3_AFFLPOL_9,4.0,Agree
W3_AFFLPOL_9,5.0,Strongly agree
W3_AFFCPOL_1,-1.0,Skipped
W3_AFFCPOL_1,1.0,Strongly disagree
W3_AFFCPOL_1,2.0,Disagree
W3_AFFCPOL_1,3.0,Neither agree nor disagree
W3_AFFCPOL_1,4.0,Agree
W3_AFFCPOL_1,5.0,Strongly agree
W3_AFFCPOL_2,-1.0,Skipped
W3_AFFCPOL_2,1.0,Strongly disagree
W3_AFFCPOL_2,2.0,Disagree
W3_AFFCPOL_2,3.0,Neither agree nor disagree
W3_AFFCPOL_2,4.0,Agree
W3_AFFCPOL_2,5.0,Strongly agree
W3_AFFCPOL_3,-1.0,Skipped
W3_AFFCPOL_3,1.0,Strongly disagree
W3_AFFCPOL_3,2.0,Disagree
W3_AFFCPOL_3,3.0,Neither agree nor disagree
W3_AFFCPOL_3,4.0,Agree
W3_AFFCPOL_3,5.0,Strongly agree
W3_AFFCPOL_4,-1.0,Skipped
W3_AFFCPOL_4,1.0,Strongly disagree
W3_AFFCPOL_4,2.0,Disagree
W3_AFFCPOL_4,3.0,Neither agree nor disagree
W3_AFFCPOL_4,4.0,Agree
W3_AFFCPOL_4,5.0,Strongly agree
W3_AFFCPOL_5,-1.0,Skipped
W3_AFFCPOL_5,1.0,Strongly disagree
W3_AFFCPOL_5,2.0,Disagree
W3_AFFCPOL_5,3.0,Neither agree nor disagree
W3_AFFCPOL_5,4.0,Agree
W3_AFFCPOL_5,5.0,Strongly agree
W3_AFFCPOL_6,-1.0,Skipped
W3_AFFCPOL_6,1.0,Strongly disagree
W3_AFFCPOL_6,2.0,Disagree
W3_AFFCPOL_6,3.0,Neither agree nor disagree
W3_AFFCPOL_6,4.0,Agree
W3_AFFCPOL_6,5.0,Strongly agree
W3_AFFCPOL_7,-1.0,Skipped
W3_AFFCPOL_7,1.0,Strongly disagree
W3_AFFCPOL_7,2.0,Disagree
W3_AFFCPOL_7,3.0,Neither agree nor disagree
W3_AFFCPOL_7,4.0,Agree
W3_AFFCPOL_7,5.0,Strongly agree
W3_AFFCPOL_8,-1.0,Skipped
W3_AFFCPOL_8,1.0,Strongly disagree
W3_AFFCPOL_8,2.0,Disagree
W3_AFFCPOL_8,3.0,Neither agree nor disagree
W3_AFFCPOL_8,4.0,Agree
W3_AFFCPOL_8,5.0,Strongly agree
W3_AFFCPOL_9,-1.0,Skipped
W3_AFFCPOL_9,1.0,Strongly disagree
W3_AFFCPOL_9,2.0,Disagree
W3_AFFCPOL_9,3.0,Neither agree nor disagree
W3_AFFCPOL_9,4.0,Agree
W3_AFFCPOL_9,5.0,Strongly agree
W3_BESTDAYS,-1.0,Skipped
W3_BESTDAYS,1.0,America’s best days are behind us
W3_BESTDAYS,2.0,America’s best days are ahead of us
W3_ELECTIONR,-1.0,Skipped
W3_ELECTIONR,1.0,Change the current system so that candidate who receives the most votes wins
W3_ELECTIONR,2.0,Keep the current system so the candidate who wins Electoral College vote wins
W3_DOV_Respect,1.0,Federal
W3_DOV_Respect,2.0,State
W3_DOV_Respect,3.0,Local
W3_DOV_Trust,1.0,Federal
W3_DOV_Trust,2.0,State
W3_DOV_Trust,3.0,Local
W3_DOV_POLINT,1.0,General Interests (Baseline)
W3_DOV_POLINT,2.0,Learning more
W3_DOV_POLINT,3.0,Participating more
W3_DOV_POLINT,4.0,Receiving information
W3_DOV_Servants,1.0,Federal
W3_DOV_Servants,2.0,State
W3_DOV_Servants,3.0,Local
W3_DOV_ISSUES,1.0,RED List
W3_DOV_ISSUES,2.0,GSPP List
W3_DOV_Assembly,1.0,Baseline
W3_DOV_Assembly,2.0,Size of 25
W3_DOV_Assembly,3.0,Selected by Govt
W3_DOV_Assembly,4.0,Volunteer
W3_DOV_Assembly,5.0,"Size of 25, Selected by Govt"
W3_DOV_CITENG,1.0,Topics from W1/W3
W3_DOV_CITENG,2.0,AGB Topics
W3_DOV_TALKWITH,1.0,Open (TalkwithA)
W3_DOV_TALKWITH,2.0,Closed (TalkwithB)
W3_DOV_Assembly_2,1.0,Baseline
W3_DOV_Assembly_2,2.0,Compensation
W3_DOV_Assembly_2,3.0,$25
W3_DOV_Assembly_2,4.0,"$2,000 [Taxable]"
W3_DOV_Assembly_2,5.0,"$2,000 [Non-taxable]"
W3_DOV_Assembly_2,6.0,"$2,000 Income Tax Credit"
W3_DOV_ELECT,1.0,the United States
W3_DOV_ELECT,2.0,My State
W3_DOV_ELECT,3.0,My Local Community
W3_DOV_BigProblem,1.0,the Federal Government
W3_DOV_BigProblem,2.0,My State’s Government
W3_DOV_BigProblem,3.0,My Local Government
W3_DOV_BigProblem,4.0,the Democratic Party
W3_DOV_BigProblem,5.0,the Republican Party
ppeducat,1.0,Less than high school
ppeducat,2.0,High school
ppeducat,3.0,Some college
ppeducat,4.0,Bachelors degree or higher
ppeduc5,1.0,No high school diploma or GED
ppeduc5,2.0,High school graduate (high school diploma or the equivalent GED)
ppeduc5,3.0,Some college or Associate degree
ppeduc5,4.0,Bachelor’s degree
ppeduc5,5.0,Master’s degree or above
ppethm,1.0,"White, Non-Hispanic"
ppethm,2.0,"Black, Non-Hispanic"
ppethm,3.0,"Other, Non-Hispanic"
ppethm,4.0,Hispanic
ppethm,5.0,"2+ Races, Non-Hispanic"
ppgender,1.0,Male
ppgender,2.0,Female
ppgender,3.0,Prefer to self-describe
pphouse4,1.0,A one-family house detached from any other house
pphouse4,2.0,One-family condo or townhouse attached to other units
pphouse4,3.0,Building with 2 or more apartments
pphouse4,4.0,"Other (mobile home, boat, RV, van, etc.)"
ppinc7,1.0,"Less than $10,000"
ppinc7,2.0,"$10,000 to $24,999"
ppinc7,3.0,"$25,000 to $49,999"
ppinc7,4.0,"$50,000 to $74,999"
ppinc7,5.0,"$75,000 to $99,999"
ppinc7,6.0,"$100,000 to $149,999"
ppinc7,7.0,"$150,000 or more"
ppmarit5,1.0,Now Married
ppmarit5,2.0,Widowed
ppmarit5,3.0,Divorced
ppmarit5,4.0,Separated
ppmarit5,5.0,Never married
ppmsacat,0.0,Non-Metro
ppmsacat,1.0,Metro
ppreg4,1.0,NorthEast
ppreg4,2.0,MidWest
ppreg4,3.0,South
ppreg4,4.0,West
pprent,1.0,Owned or being bought by you or someone in your household
pprent,2.0,Rented for cash
pprent,3.0,Occupied without payment of cash rent
ppstaten,11.0,Maine
ppstaten,12.0,New Hampshire
ppstaten,13.0,Vermont
ppstaten,14.0,Massachusetts
ppstaten,15.0,Rhode Island
ppstaten,16.0,Connecticut
ppstaten,21.0,New York
ppstaten,22.0,New Jersey
ppstaten,23.0,Pennsylvania
ppstaten,31.0,Ohio
ppstaten,32.0,Indiana
ppstaten,33.0,Illinois
ppstaten,34.0,Michigan
ppstaten,35.0,Wisconsin
ppstaten,41.0,Minnesota
ppstaten,42.0,Iowa
ppstaten,43.0,Missouri
ppstaten,44.0,North Dakota
ppstaten,45.0,South Dakota
ppstaten,46.0,Nebraska
ppstaten,47.0,Kansas
ppstaten,51.0,Delaware
ppstaten,52.0,Maryland
ppstaten,53.0,District of Columbia
ppstaten,54.0,Virginia
ppstaten,55.0,West Virginia
ppstaten,56.0,North Carolina
ppstaten,57.0,South Carolina
ppstaten,58.0,Georgia
ppstaten,59.0,Florida
ppstaten,61.0,Kentucky
ppstaten,62.0,Tennessee
ppstaten,63.0,Alabama
ppstaten,64.0,Mississippi
ppstaten,71.0,Arkansas
ppstaten,72.0,Louisiana
ppstaten,73.0,Oklahoma
ppstaten,74.0,Texas
ppstaten,81.0,Montana
ppstaten,82.0,Idaho
ppstaten,83.0,Wyoming
ppstaten,84.0,Colorado
ppstaten,85.0,New Mexico
ppstaten,86.0,Arizona
ppstaten,87.0,Utah
ppstaten,88.0,Nevada
ppstaten,91.0,Washington
ppstaten,92.0,Oregon
ppstaten,93.0,California
ppstaten,94.0,Alaska
ppstaten,95.0,Hawaii
ppemploy,1.0,Working full-time
ppemploy,2.0,Working part-time
ppemploy,3.0,Not working
xhispan,1.0,No
xhispan,2.0,Mexican/Mexican American/Chicano
xhispan,3.0,Puerto Rican
xhispan,4.0,Cuban/Cuban American
xhispan,8.0,Other Spanish/Hispanic/Latino
xacslang,1.0,English Proficient
xacslang,2.0,Bilingual
xacslang,3.0,Spanish Proficient
xacslang,4.0,Hispanics who have missing data; re-ask in field
xacslang,5.0,"Non-hispanics, not asked"
xspanish,1.0,English
xspanish,2.0,Spanish
urb_sub_rur,1.0,Urban
urb_sub_rur,2.0,Rural
urb_sub_rur,3.0,Suburban
candidate2020,-2.0,Not asked
candidate2020,-1.0,Refused
candidate2020,1.0,Joe Biden (Democrat)
candidate2020,2.0,Donald Trump (Republican)
candidate2020,3.0,"Another candidate, please specify"
ppracem,1.0,White
ppracem,2.0,Black or African American
ppracem,3.0,American Indian or Alaska Native
ppracem,4.0,Asian
ppracem,5.0,Native Hawaiian/Pacific Islander
ppracem,6.0,2+ races
ppgender3,-2.0,Not asked
ppgender3,-1.0,Refused
ppgender3,1.0,Male
ppgender3,2.0,Female
ppgender3,3.0,Prefer to self-describe:
VoteGeneral_2022,1.0,Voted
VoteGeneral_2022,2.0,"Registered, did not vote"
VoteGeneral_2022,3.0,No match in voter file
VoteGeneral_2020,1.0,Voted
VoteGeneral_2020,2.0,"Registered, did not vote"
VoteGeneral_2020,3.0,No match in voter file
VoteGeneral_2016,1.0,Voted
VoteGeneral_2016,2.0,"Registered, did not vote"
VoteGeneral_2016,3.0,No match in voter file
VoterFilePartyID,1.0,American Independent
VoterFilePartyID,2.0,Conservative
VoterFilePartyID,3.0,Constitution
VoterFilePartyID,4.0,Constitutional
VoterFilePartyID,5.0,Declined to State
VoterFilePartyID,6.0,Democratic
VoterFilePartyID,7.0,Green
VoterFilePartyID,8.0,Independence
VoterFilePartyID,9.0,Libertarian
VoterFilePartyID,10.0,Natural Law
VoterFilePartyID,11.0,Non-Partisan
VoterFilePartyID,12.0,Other
VoterFilePartyID,13.0,Peace and Freedom
VoterFilePartyID,14.0,Progressive
VoterFilePartyID,15.0,Reform
VoterFilePartyID,16.0,Registered Independent
VoterFilePartyID,17.0,Republican
VoterFilePartyID,18.0,Socialist
VoterFilePartyID,19.0,Unknown
VoterFilePartyID,20.0,Working Family Party
VoterFilePartyID,21.0,Women's Equality Party
VoterFilePartyID,22.0,Worker's Party
VoterFilePartyID,23.0,No Labels
VoterFilePartyID,24.0,We the People
VoterFilePartyID,25.0,Women's Equality
ppp20197,-2.0,Not asked
ppp20197,-1.0,Refused
ppp20197,1.0,Yes
ppp20197,2.0,No
fips,1000.0,ALABAMA
fips,1001.0,"Autauga, AL"
fips,1003.0,"Baldwin, AL"
fips,1005.0,"Barbour, AL"
fips,1007.0,"Bibb, AL"
fips,1009.0,"Blount, AL"
fips,1011.0,"Bullock, AL"
fips,1013.0,"Butler, AL"
fips,1015.0,"Calhoun, AL"
fips,1017.0,"Chambers, AL"
fips,1019.0,"Cherokee, AL"
fips,1021.0,"Chilton, AL"
fips,1023.0,"Choctaw, AL"
fips,1025.0,"Clarke, AL"
fips,1027.0,"Clay, AL"
fips,1029.0,"Cleburne, AL"
fips,1031.0,"Coffee, AL"
fips,1033.0,"Colbert, AL"
fips,1035.0,"Conecuh, AL"
fips,1037.0,"Coosa, AL"
fips,1039.0,"Covington, AL"
fips,1041.0,"Crenshaw, AL"
fips,1043.0,"Cullman, AL"
fips,1045.0,"Dale, AL"
fips,1047.0,"Dallas, AL"
fips,1049.0,"De Kalb, AL"
fips,1051.0,"Elmore, AL"
fips,1053.0,"Escambia, AL"
fips,1055.0,"Etowah, AL"
fips,1057.0,"Fayette, AL"
fips,1059.0,"Franklin, AL"
fips,1061.0,"Geneva, AL"
fips,1063.0,"Greene, AL"
fips,1065.0,"Hale, AL"
fips,1067.0,"Henry, AL"
fips,1069.0,"Houston, AL"
fips,1071.0,"Jackson, AL"
fips,1073.0,"Jefferson, AL"
fips,1075.0,"Lamar, AL"
fips,1077.0,"Lauderdale, AL"
fips,1079.0,"Lawrence, AL"
fips,1081.0,"Lee, AL"
fips,1083.0,"Limestone, AL"
fips,1085.0,"Lowndes, AL"
fips,1087.0,"Macon, AL"
fips,1089.0,"Madison, AL"
fips,1091.0,"Marengo, AL"
fips,1093.0,"Marion, AL"
fips,1095.0,"Marshall, AL"
fips,1097.0,"Mobile, AL"
fips,1099.0,"Monroe, AL"
fips,1101.0,"Montgomery, AL"
fips,1103.0,"Morgan, AL"
fips,1105.0,"Perry, AL"
fips,1107.0,"Pickens, AL"
fips,1109.0,"Pike, AL"
fips,1111.0,"Randolph, AL"
fips,1113.0,"Russell, AL"
fips,1115.0,"St. Clair, AL"
fips,1117.0,"Shelby, AL"
fips,1119.0,"Sumter, AL"
fips,1121.0,"Talladega, AL"
fips,1123.0,"Tallapoosa, AL"
fips,1125.0,"Tuscaloosa, AL"
fips,1127.0,"Walker, AL"
fips,1129.0,"Washington, AL"
fips,1131.0,"Wilcox, AL"
fips,1133.0,"Winston, AL"
fips,2000.0,ALASKA
fips,2013.0,"Aleutians East, AK"
fips,2016.0,"Aleutians West, AK"
fips,2020.0,"Anchorage, AK"
fips,2050.0,"Bethel, AK"
fips,2060.0,"Bristol Bay, AK"
fips,2068.0,"Denali, AK"
fips,2070.0,"Dillingham, AK"
fips,2090.0,Fairbanks North Star
fips,2100.0,"Haines, AK"
fips,2110.0,"Juneau, AK"
fips,2122.0,"Kenai Peninsula, AK"
fips,2130.0,"Ketchikan Gateway, A"
fips,2150.0,"Kodiak Island, AK"
fips,2164.0,"Lake and Peninsula,"
fips,2170.0,"Matanuska-Susitna, A"
fips,2180.0,"Nome, AK"
fips,2185.0,"North Slope, AK"
fips,2188.0,"Northwest Arctic, AK"
fips,2201.0,Prince of Wales-Oute
fips,2220.0,"Sitka, AK"
fips,2232.0,Skagway-Hoonah-Angoo
fips,2240.0,"Southeast Fairbanks,"
fips,2261.0,"Valdez-Cordova, AK"
fips,2270.0,"Wade Hampton, AK"
fips,2280.0,"Wrangell-Petersburg,"
fips,2282.0,"Yakutat, AK"
fips,2290.0,"Yukon-Koyukuk, AK"
fips,4000.0,ARIZONA
fips,4001.0,"Apache, AZ"
fips,4003.0,"Cochise, AZ"
fips,4005.0,"Coconino, AZ"
fips,4007.0,"Gila, AZ"
fips,4009.0,"Graham, AZ"
fips,4011.0,"Greenlee, AZ"
fips,4012.0,"La Paz, AZ"
fips,4013.0,"Maricopa, AZ"
fips,4015.0,"Mohave, AZ"
fips,4017.0,"Navajo, AZ"
fips,4019.0,"Pima, AZ"
fips,4021.0,"Pinal, AZ"
fips,4023.0,"Santa Cruz, AZ"
fips,4025.0,"Yavapai, AZ"
fips,4027.0,"Yuma, AZ"
fips,5000.0,ARKANSAS
fips,5001.0,"Arkansas, AR"
fips,5003.0,"Ashley, AR"
fips,5005.0,"Baxter, AR"
fips,5007.0,"Benton, AR"
fips,5009.0,"Boone, AR"
fips,5011.0,"Bradley, AR"
fips,5013.0,"Calhoun, AR"
fips,5015.0,"Carroll, AR"
fips,5017.0,"Chicot, AR"
fips,5019.0,"Clark, AR"
fips,5021.0,"Clay, AR"
fips,5023.0,"Cleburne, AR"
fips,5025.0,"Cleveland, AR"
fips,5027.0,"Columbia, AR"
fips,5029.0,"Conway, AR"
fips,5031.0,"Craighead, AR"
fips,5033.0,"Crawford, AR"
fips,5035.0,"Crittenden, AR"
fips,5037.0,"Cross, AR"
fips,5039.0,"Dallas, AR"
fips,5041.0,"Desha, AR"
fips,5043.0,"Drew, AR"
fips,5045.0,"Faulkner, AR"
fips,5047.0,"Franklin, AR"
fips,5049.0,"Fulton, AR"
fips,5051.0,"Garland, AR"
fips,5053.0,"Grant, AR"
fips,5055.0,"Greene, AR"
fips,5057.0,"Hempstead, AR"
fips,5059.0,"Hot Spring, AR"
fips,5061.0,"Howard, AR"
fips,5063.0,"Independence, AR"
fips,5065.0,"Izard, AR"
fips,5067.0,"Jackson, AR"
fips,5069.0,"Jefferson, AR"
fips,5071.0,"Johnson, AR"
fips,5073.0,"Lafayette, AR"
fips,5075.0,"Lawrence, AR"
fips,5077.0,"Lee, AR"
fips,5079.0,"Lincoln, AR"
fips,5081.0,"Little River, AR"
fips,5083.0,"Logan, AR"
fips,5085.0,"Lonoke, AR"
fips,5087.0,"Madison, AR"
fips,5089.0,"Marion, AR"
fips,5091.0,"Miller, AR"
fips,5093.0,"Mississippi, AR"
fips,5095.0,"Monroe, AR"
fips,5097.0,"Montgomery, AR"
fips,5099.0,"Nevada, AR"
fips,5101.0,"Newton, AR"
fips,5103.0,"Ouachita, AR"
fips,5105.0,"Perry, AR"
fips,5107.0,"Phillips, AR"
fips,5109.0,"Pike, AR"
fips,5111.0,"Poinsett, AR"
fips,5113.0,"Polk, AR"
fips,5115.0,"Pope, AR"
fips,5117.0,"Prairie, AR"
fips,5119.0,"Pulaski, AR"
fips,5121.0,"Randolph, AR"
fips,5123.0,"St. Francis, AR"
fips,5125.0,"Saline, AR"
fips,5127.0,"Scott, AR"
fips,5129.0,"Searcy, AR"
fips,5131.0,"Sebastian, AR"
fips,5133.0,"Sevier, AR"
fips,5135.0,"Sharp, AR"
fips,5137.0,"Stone, AR"
fips,5139.0,"Union, AR"
fips,5141.0,"Van Buren, AR"
fips,5143.0,"Washington, AR"
fips,5145.0,"White, AR"
fips,5147.0,"Woodruff, AR"
fips,5149.0,"Yell, AR"
fips,6000.0,CALIFORNIA
fips,6001.0,"Alameda, CA"
fips,6003.0,"Alpine, CA"
fips,6005.0,"Amador, CA"
fips,6007.0,"Butte, CA"
fips,6009.0,"Calaveras, CA"
fips,6011.0,"Colusa, CA"
fips,6013.0,"Contra Costa, CA"
fips,6015.0,"Del Norte, CA"
fips,6017.0,"El Dorado, CA"
fips,6019.0,"Fresno, CA"
fips,6021.0,"Glenn, CA"
fips,6023.0,"Humboldt, CA"
fips,6025.0,"Imperial, CA"
fips,6027.0,"Inyo, CA"
fips,6029.0,"Kern, CA"
fips,6031.0,"Kings, CA"
fips,6033.0,"Lake, CA"
fips,6035.0,"Lassen, CA"
fips,6037.0,"Los Angeles, CA"
fips,6039.0,"Madera, CA"
fips,6041.0,"Marin, CA"
fips,6043.0,"Mariposa, CA"
fips,6045.0,"Mendocino, CA"
fips,6047.0,"Merced, CA"
fips,6049.0,"Modoc, CA"
fips,6051.0,"Mono, CA"
fips,6053.0,"Monterey, CA"
fips,6055.0,"Napa, CA"
fips,6057.0,"Nevada, CA"
fips,6059.0,"Orange, CA"
fips,6061.0,"Placer, CA"
fips,6063.0,"Plumas, CA"
fips,6065.0,"Riverside, CA"
fips,6067.0,"Sacramento, CA"
fips,6069.0,"San Benito, CA"
fips,6071.0,"San Bernardino, CA"
fips,6073.0,"San Diego, CA"
fips,6075.0,"San Francisco, CA"
fips,6077.0,"San Joaquin, CA"
fips,6079.0,"San Luis Obispo, CA"
fips,6081.0,"San Mateo, CA"
fips,6083.0,"Santa Barbara, CA"
fips,6085.0,"Santa Clara, CA"
fips,6087.0,"Santa Cruz, CA"
fips,6089.0,"Shasta, CA"
fips,6091.0,"Sierra, CA"
fips,6093.0,"Siskiyou, CA"
fips,6095.0,"Solano, CA"
fips,6097.0,"Sonoma, CA"
fips,6099.0,"Stanislaus, CA"
fips,6101.0,"Sutter, CA"
fips,6103.0,"Tehama, CA"
fips,6105.0,"Trinity, CA"
fips,6107.0,"Tulare, CA"
fips,6109.0,"Tuolumne, CA"
fips,6111.0,"Ventura, CA"
fips,6113.0,"Yolo, CA"
fips,6115.0,"Yuba, CA"
fips,8000.0,COLORADO
fips,8001.0,"Adams, CO"
fips,8003.0,"Alamosa, CO"
fips,8005.0,"Arapahoe, CO"
fips,8007.0,"Archuleta, CO"
fips,8009.0,"Baca, CO"
fips,8011.0,"Bent, CO"
fips,8013.0,"Boulder, CO"
fips,8014.0,"Broomfield, CO"
fips,8015.0,"Chaffee, CO"
fips,8017.0,"Cheyenne, CO"
fips,8019.0,"Clear Creek, CO"
fips,8021.0,"Conejos, CO"
fips,8023.0,"Costilla, CO"
fips,8025.0,"Crowley, CO"
fips,8027.0,"Custer, CO"
fips,8029.0,"Delta, CO"
fips,8031.0,"Denver, CO"
fips,8033.0,"Dolores, CO"
fips,8035.0,"Douglas, CO"
fips,8037.0,"Eagle, CO"
fips,8039.0,"Elbert, CO"
fips,8041.0,"El Paso, CO"
fips,8043.0,"Fremont, CO"
fips,8045.0,"Garfield, CO"
fips,8047.0,"Gilpin, CO"
fips,8049.0,"Grand, CO"
fips,8051.0,"Gunnison, CO"
fips,8053.0,"Hinsdale, CO"
fips,8055.0,"Huerfano, CO"
fips,8057.0,"Jackson, CO"
fips,8059.0,"Jefferson, CO"
fips,8061.0,"Kiowa, CO"
fips,8063.0,"Kit Carson, CO"
fips,8065.0,"Lake, CO"
fips,8067.0,"La Plata, CO"
fips,8069.0,"Larimer, CO"
fips,8071.0,"Las Animas, CO"
fips,8073.0,"Lincoln, CO"
fips,8075.0,"Logan, CO"
fips,8077.0,"Mesa, CO"
fips,8079.0,"Mineral, CO"
fips,8081.0,"Moffat, CO"
fips,8083.0,"Montezuma, CO"
fips,8085.0,"Montrose, CO"
fips,8087.0,"Morgan, CO"
fips,8089.0,"Otero, CO"
fips,8091.0,"Ouray, CO"
fips,8093.0,"Park, CO"
fips,8095.0,"Phillips, CO"
fips,8097.0,"Pitkin, CO"
fips,8099.0,"Prowers, CO"
fips,8101.0,"Pueblo, CO"
fips,8103.0,"Rio Blanco, CO"
fips,8105.0,"Rio Grande, CO"
fips,8107.0,"Routt, CO"
fips,8109.0,"Saguache, CO"
fips,8111.0,"San Juan, CO"
fips,8113.0,"San Miguel, CO"
fips,8115.0,"Sedgwick, CO"
fips,8117.0,"Summit, CO"
fips,8119.0,"Teller, CO"
fips,8121.0,"Washington, CO"
fips,8123.0,"Weld, CO"
fips,8125.0,"Yuma, CO"
fips,9110.0,"Capitol Planning Region, CT"
fips,9120.0,"Greater Bridgeport Planning Region, CT"
fips,9130.0,"Lower Connecticut River Valley Planning Region, CT"
fips,9140.0,"Naugatuck Valley Planning Region, CT"
fips,9150.0,"Northeastern Connecticut Planning Region, CT"
fips,9160.0,"Northwest Hills Planning Region, CT"
fips,9170.0,"South Central Connecticut Planning Region, CT"
fips,9180.0,"Southeastern Connecticut Planning Region, CT"
fips,9190.0,"Western Connecticut Planning Region, CT"
